segment_length;buffer_size;lr;mlbs;bandwidth;count;median(buffer_underrruns);mean(buffer_underrruns);stdev(buffer_underrruns);min(buffer_underrruns);q1(buffer_underrruns);q3(buffer_underrruns);max(buffer_underrruns)
6;12;19,2;50;7 000;3;0;0,333;0,577;0;0;1;1
6;12;19,2;50;8 000;3;0;0;0;0;0;0;0
6;12;19,2;50;8 500;3;0;0;0;0;0;0;0
6;12;19,2;50;9 000;3;0;0;0;0;0;0;0
6;12;19,2;50;9 500;3;0;0;0;0;0;0;0
6;12;19,2;50;10 000;3;0;0;0;0;0;0;0
6;12;19,2;50;15 000;3;0;0;0;0;0;0;0
6;16;0,00;5;7 000;3;0;0,333;0,577;0;0;1;1
6;16;0,00;5;8 000;3;0;0;0;0;0;0;0
6;16;0,00;5;8 500;3;0;0;0;0;0;0;0
6;16;0,00;5;9 000;3;0;0;0;0;0;0;0
6;16;0,00;5;9 500;3;0;0;0;0;0;0;0
6;16;0,00;5;10 000;3;0;0;0;0;0;0;0
6;16;0,00;5;15 000;3;0;0;0;0;0;0;0
6;16;0,00;30;7 000;3;0;0,333;0,577;0;0;1;1
6;16;0,00;30;8 000;3;0;0;0;0;0;0;0
6;16;0,00;30;8 500;3;0;0;0;0;0;0;0
6;16;0,00;30;9 000;3;0;0;0;0;0;0;0
6;16;0,00;30;9 500;3;0;0;0;0;0;0;0
6;16;0,00;30;10 000;3;0;0;0;0;0;0;0
6;16;0,00;30;15 000;3;0;0;0;0;0;0;0
6;16;0,00;50;7 000;3;0;0,333;0,577;0;0;1;1
6;16;0,00;50;8 000;3;0;0;0;0;0;0;0
6;16;0,00;50;8 500;3;0;0;0;0;0;0;0
6;16;0,00;50;9 000;3;0;0;0;0;0;0;0
6;16;0,00;50;9 500;3;0;0;0;0;0;0;0
6;16;0,00;50;10 000;3;0;0;0;0;0;0;0
6;16;0,00;50;15 000;3;0;0;0;0;0;0;0
6;16;0,3;5;7 000;3;0;0,333;0,577;0;0;1;1
6;16;0,3;5;8 000;3;0;0;0;0;0;0;0
6;16;0,3;5;8 500;3;0;0;0;0;0;0;0
6;16;0,3;5;9 000;3;0;0;0;0;0;0;0
6;16;0,3;5;9 500;3;0;0;0;0;0;0;0
6;16;0,3;5;10 000;3;0;0;0;0;0;0;0
6;16;0,3;5;15 000;3;0;0;0;0;0;0;0
6;16;0,3;30;7 000;3;0;0,333;0,577;0;0;1;1
6;16;0,3;30;8 000;3;0;0;0;0;0;0;0
6;16;0,3;30;8 500;3;0;0;0;0;0;0;0
6;16;0,3;30;9 000;3;0;0;0;0;0;0;0
6;16;0,3;30;9 500;3;0;0;0;0;0;0;0
6;16;0,3;30;10 000;3;0;0;0;0;0;0;0
6;16;0,3;30;15 000;3;0;0;0;0;0;0;0
6;16;0,3;50;7 000;3;0;0,333;0,577;0;0;1;1
6;16;0,3;50;8 000;3;0;0;0;0;0;0;0
6;16;0,3;50;8 500;3;0;0;0;0;0;0;0
6;16;0,3;50;9 000;3;0;0;0;0;0;0;0
6;16;0,3;50;9 500;3;0;0;0;0;0;0;0
6;16;0,3;50;10 000;3;0;0;0;0;0;0;0
6;16;0,3;50;15 000;3;0;0;0;0;0;0;0
6;16;0,6;5;7 000;3;0;0,333;0,577;0;0;1;1
6;16;0,6;5;8 000;3;0;0;0;0;0;0;0
6;16;0,6;5;8 500;3;0;0;0;0;0;0;0
6;16;0,6;5;9 000;3;0;0;0;0;0;0;0
6;16;0,6;5;9 500;3;0;0;0;0;0;0;0
6;16;0,6;5;10 000;3;0;0;0;0;0;0;0
6;16;0,6;5;15 000;3;0;0;0;0;0;0;0
6;16;0,6;30;7 000;3;0;0,333;0,577;0;0;1;1
6;16;0,6;30;8 000;3;0;0;0;0;0;0;0
6;16;0,6;30;8 500;3;0;0;0;0;0;0;0
6;16;0,6;30;9 000;3;0;0;0;0;0;0;0
6;16;0,6;30;9 500;3;0;0;0;0;0;0;0
6;16;0,6;30;10 000;3;0;0;0;0;0;0;0
6;16;0,6;30;15 000;3;0;0;0;0;0;0;0
6;16;0,6;50;7 000;3;0;0,333;0,577;0;0;1;1
6;16;0,6;50;8 000;3;0;0;0;0;0;0;0
6;16;0,6;50;8 500;3;0;0;0;0;0;0;0
6;16;0,6;50;9 000;3;0;0;0;0;0;0;0
6;16;0,6;50;9 500;3;0;0;0;0;0;0;0
6;16;0,6;50;10 000;3;0;0;0;0;0;0;0
6;16;0,6;50;15 000;3;0;0;0;0;0;0;0
6;16;1,2;5;7 000;3;0;0,333;0,577;0;0;1;1
6;16;1,2;5;8 000;3;0;0;0;0;0;0;0
6;16;1,2;5;8 500;3;0;0;0;0;0;0;0
6;16;1,2;5;9 000;3;0;0;0;0;0;0;0
6;16;1,2;5;9 500;3;0;0;0;0;0;0;0
6;16;1,2;5;10 000;3;0;0;0;0;0;0;0
6;16;1,2;5;15 000;3;0;0;0;0;0;0;0
6;16;1,2;30;7 000;3;0;0,333;0,577;0;0;1;1
6;16;1,2;30;8 000;3;0;0;0;0;0;0;0
6;16;1,2;30;8 500;3;0;0;0;0;0;0;0
6;16;1,2;30;9 000;3;0;0;0;0;0;0;0
6;16;1,2;30;9 500;3;0;0;0;0;0;0;0
6;16;1,2;30;10 000;3;0;0;0;0;0;0;0
6;16;1,2;30;15 000;3;0;0;0;0;0;0;0
6;16;1,2;50;7 000;3;0;0,333;0,577;0;0;1;1
6;16;1,2;50;8 000;3;0;0;0;0;0;0;0
6;16;1,2;50;8 500;3;0;0;0;0;0;0;0
6;16;1,2;50;9 000;3;0;0;0;0;0;0;0
6;16;1,2;50;9 500;3;0;0;0;0;0;0;0
6;16;1,2;50;10 000;3;0;0;0;0;0;0;0
6;16;1,2;50;15 000;3;0;0;0;0;0;0;0
6;16;2,4;5;7 000;3;0;0,333;0,577;0;0;1;1
6;16;2,4;5;8 000;3;0;0;0;0;0;0;0
6;16;2,4;5;8 500;3;0;0;0;0;0;0;0
6;16;2,4;5;9 000;3;0;0;0;0;0;0;0
6;16;2,4;5;9 500;3;0;0;0;0;0;0;0
6;16;2,4;5;10 000;3;0;0;0;0;0;0;0
6;16;2,4;5;15 000;3;0;0;0;0;0;0;0
6;16;2,4;30;7 000;3;0;0,333;0,577;0;0;1;1
6;16;2,4;30;8 000;3;0;0;0;0;0;0;0
6;16;2,4;30;8 500;3;0;0;0;0;0;0;0
6;16;2,4;30;9 000;3;0;0;0;0;0;0;0
6;16;2,4;30;9 500;3;0;0;0;0;0;0;0
6;16;2,4;30;10 000;3;0;0;0;0;0;0;0
6;16;2,4;30;15 000;3;0;0;0;0;0;0;0
6;16;2,4;50;7 000;3;0;0,333;0,577;0;0;1;1
6;16;2,4;50;8 000;3;0;0;0;0;0;0;0
6;16;2,4;50;8 500;3;0;0;0;0;0;0;0
6;16;2,4;50;9 000;3;0;0;0;0;0;0;0
6;16;2,4;50;9 500;3;0;0;0;0;0;0;0
6;16;2,4;50;10 000;3;0;0;0;0;0;0;0
6;16;2,4;50;15 000;3;0;0;0;0;0;0;0
6;16;4,8;5;7 000;3;0;0,333;0,577;0;0;1;1
6;16;4,8;5;8 000;3;0;0;0;0;0;0;0
6;16;4,8;5;8 500;3;0;0;0;0;0;0;0
6;16;4,8;5;9 000;3;0;0;0;0;0;0;0
6;16;4,8;5;9 500;3;0;0;0;0;0;0;0
6;16;4,8;5;10 000;3;0;0;0;0;0;0;0
6;16;4,8;5;15 000;3;0;0;0;0;0;0;0
6;16;4,8;30;7 000;3;0;0,333;0,577;0;0;1;1
6;16;4,8;30;8 000;3;0;0;0;0;0;0;0
6;16;4,8;30;8 500;3;0;0;0;0;0;0;0
6;16;4,8;30;9 000;3;0;0;0;0;0;0;0
6;16;4,8;30;9 500;3;0;0;0;0;0;0;0
6;16;4,8;30;10 000;3;0;0;0;0;0;0;0
6;16;4,8;30;15 000;3;0;0;0;0;0;0;0
6;16;4,8;50;7 000;3;0;0,333;0,577;0;0;1;1
6;16;4,8;50;8 000;3;0;0;0;0;0;0;0
6;16;4,8;50;8 500;3;0;0;0;0;0;0;0
6;16;4,8;50;9 000;3;0;0;0;0;0;0;0
6;16;4,8;50;9 500;3;0;0;0;0;0;0;0
6;16;4,8;50;10 000;3;0;0;0;0;0;0;0
6;16;4,8;50;15 000;3;0;0;0;0;0;0;0
6;16;9,6;5;7 000;3;4;3,667;0,577;3;3;4;4
6;16;9,6;5;8 000;3;4;3,667;0,577;3;3;4;4
6;16;9,6;5;8 500;3;3;3;0;3;3;3;3
6;16;9,6;5;9 000;3;3;3;0;3;3;3;3
6;16;9,6;5;9 500;3;3;2,667;0,577;2;2;3;3
6;16;9,6;5;10 000;3;3;3;1;2;2;4;4
6;16;9,6;5;15 000;3;1;1,667;1,155;1;1;3;3
6;16;9,6;30;7 000;3;0;0,333;0,577;0;0;1;1
6;16;9,6;30;8 000;3;0;0;0;0;0;0;0
6;16;9,6;30;8 500;3;0;0;0;0;0;0;0
6;16;9,6;30;9 000;3;0;0;0;0;0;0;0
6;16;9,6;30;9 500;3;0;0;0;0;0;0;0
6;16;9,6;30;10 000;3;0;0;0;0;0;0;0
6;16;9,6;30;15 000;3;0;0;0;0;0;0;0
6;16;9,6;50;7 000;3;0;0,333;0,577;0;0;1;1
6;16;9,6;50;8 000;3;0;0;0;0;0;0;0
6;16;9,6;50;8 500;3;0;0;0;0;0;0;0
6;16;9,6;50;9 000;3;0;0;0;0;0;0;0
6;16;9,6;50;9 500;3;0;0;0;0;0;0;0
6;16;9,6;50;10 000;3;0;0;0;0;0;0;0
6;16;9,6;50;15 000;3;0;0;0;0;0;0;0
6;16;14,4;30;7 000;3;1;0,667;0,577;0;0;1;1
6;16;14,4;30;8 000;3;0;0,333;0,577;0;0;1;1
6;16;14,4;30;8 500;3;0;0;0;0;0;0;0
6;16;14,4;30;9 000;3;0;0;0;0;0;0;0
6;16;14,4;30;9 500;3;0;0;0;0;0;0;0
6;16;14,4;30;10 000;3;0;0;0;0;0;0;0
6;16;14,4;30;15 000;3;0;0;0;0;0;0;0
6;16;14,4;50;7 000;3;0;0,333;0,577;0;0;1;1
6;16;14,4;50;8 000;3;0;0;0;0;0;0;0
6;16;14,4;50;8 500;3;0;0;0;0;0;0;0
6;16;14,4;50;9 000;3;0;0;0;0;0;0;0
6;16;14,4;50;9 500;3;0;0;0;0;0;0;0
6;16;14,4;50;10 000;3;0;0;0;0;0;0;0
6;16;14,4;50;15 000;3;0;0;0;0;0;0;0
6;16;19,2;30;7 000;3;5;5;0;5;5;5;5
6;16;19,2;30;8 000;3;5;4,667;0,577;4;4;5;5
6;16;19,2;30;8 500;3;4;4,333;0,577;4;4;5;5
6;16;19,2;30;9 000;3;5;4,667;0,577;4;4;5;5
6;16;19,2;30;9 500;3;4;4,333;0,577;4;4;5;5
6;16;19,2;30;10 000;3;4;4;1;3;3;5;5
6;16;19,2;30;15 000;3;5;4,333;1,155;3;3;5;5
6;16;19,2;50;7 000;3;0;0,333;0,577;0;0;1;1
6;16;19,2;50;8 000;3;0;0;0;0;0;0;0
6;16;19,2;50;8 500;3;0;0;0;0;0;0;0
6;16;19,2;50;9 000;3;0;0;0;0;0;0;0
6;16;19,2;50;9 500;3;0;0;0;0;0;0;0
6;16;19,2;50;10 000;3;0;0;0;0;0;0;0
6;16;19,2;50;15 000;3;0;0;0;0;0;0;0
10;4;0,00;5;7 000;3;1;0,667;0,577;0;0;1;1
10;4;0,00;5;8 000;3;0;0,333;0,577;0;0;1;1
10;4;0,00;5;8 500;3;0;0;0;0;0;0;0
10;4;0,00;5;9 000;3;0;0;0;0;0;0;0
10;4;0,00;5;9 500;3;0;0;0;0;0;0;0
10;4;0,00;5;10 000;3;0;0;0;0;0;0;0
10;4;0,00;5;15 000;3;0;0;0;0;0;0;0
10;4;0,00;30;7 000;3;1;0,667;0,577;0;0;1;1
10;4;0,00;30;8 000;3;0;0,333;0,577;0;0;1;1
10;4;0,00;30;8 500;3;0;0;0;0;0;0;0
10;4;0,00;30;9 000;3;0;0;0;0;0;0;0
10;4;0,00;30;9 500;3;0;0;0;0;0;0;0
10;4;0,00;30;10 000;3;0;0;0;0;0;0;0
10;4;0,00;30;15 000;3;0;0;0;0;0;0;0
10;4;0,00;50;7 000;3;1;0,667;0,577;0;0;1;1
10;4;0,00;50;8 000;3;0;0,333;0,577;0;0;1;1
10;4;0,00;50;8 500;3;0;0;0;0;0;0;0
10;4;0,00;50;9 000;3;0;0;0;0;0;0;0
10;4;0,00;50;9 500;3;0;0;0;0;0;0;0
10;4;0,00;50;10 000;3;0;0;0;0;0;0;0
10;4;0,00;50;15 000;3;0;0;0;0;0;0;0
10;4;0,3;5;7 000;3;1;0,667;0,577;0;0;1;1
10;4;0,3;5;8 000;3;0;0,333;0,577;0;0;1;1
10;4;0,3;5;8 500;3;0;0;0;0;0;0;0
10;4;0,3;5;9 000;3;0;0;0;0;0;0;0
10;4;0,3;5;9 500;3;0;0;0;0;0;0;0
10;4;0,3;5;10 000;3;0;0;0;0;0;0;0
10;4;0,3;5;15 000;3;0;0;0;0;0;0;0
10;4;0,3;30;7 000;3;1;0,667;0,577;0;0;1;1
10;4;0,3;30;8 000;3;0;0,333;0,577;0;0;1;1
10;4;0,3;30;8 500;3;0;0;0;0;0;0;0
10;4;0,3;30;9 000;3;0;0;0;0;0;0;0
10;4;0,3;30;9 500;3;0;0;0;0;0;0;0
10;4;0,3;30;10 000;3;0;0;0;0;0;0;0
10;4;0,3;30;15 000;3;0;0;0;0;0;0;0
10;4;0,3;50;7 000;3;1;0,667;0,577;0;0;1;1
10;4;0,3;50;8 000;3;0;0,333;0,577;0;0;1;1
10;4;0,3;50;8 500;3;0;0;0;0;0;0;0
10;4;0,3;50;9 000;3;0;0;0;0;0;0;0
10;4;0,3;50;9 500;3;0;0;0;0;0;0;0
10;4;0,3;50;10 000;3;0;0;0;0;0;0;0
10;4;0,3;50;15 000;3;0;0;0;0;0;0;0
10;4;0,6;5;7 000;3;1;0,667;0,577;0;0;1;1
10;4;0,6;5;8 000;3;0;0,333;0,577;0;0;1;1
10;4;0,6;5;8 500;3;0;0;0;0;0;0;0
10;4;0,6;5;9 000;3;0;0;0;0;0;0;0
10;4;0,6;5;9 500;3;0;0;0;0;0;0;0
10;4;0,6;5;10 000;3;0;0;0;0;0;0;0
10;4;0,6;5;15 000;3;0;0;0;0;0;0;0
10;4;0,6;30;7 000;3;1;0,667;0,577;0;0;1;1
10;4;0,6;30;8 000;3;0;0,333;0,577;0;0;1;1
10;4;0,6;30;8 500;3;0;0;0;0;0;0;0
10;4;0,6;30;9 000;3;0;0;0;0;0;0;0
10;4;0,6;30;9 500;3;0;0;0;0;0;0;0
10;4;0,6;30;10 000;3;0;0;0;0;0;0;0
10;4;0,6;30;15 000;3;0;0;0;0;0;0;0
10;4;0,6;50;7 000;3;1;0,667;0,577;0;0;1;1
10;4;0,6;50;8 000;3;0;0,333;0,577;0;0;1;1
10;4;0,6;50;8 500;3;0;0;0;0;0;0;0
10;4;0,6;50;9 000;3;0;0;0;0;0;0;0
10;4;0,6;50;9 500;3;0;0;0;0;0;0;0
10;4;0,6;50;10 000;3;0;0;0;0;0;0;0
10;4;0,6;50;15 000;3;0;0;0;0;0;0;0
10;4;1,2;5;7 000;3;1;0,667;0,577;0;0;1;1
10;4;1,2;5;8 000;3;0;0,333;0,577;0;0;1;1
10;4;1,2;5;8 500;3;0;0;0;0;0;0;0
10;4;1,2;5;9 000;3;0;0;0;0;0;0;0
10;4;1,2;5;9 500;3;0;0;0;0;0;0;0
10;4;1,2;5;10 000;3;0;0;0;0;0;0;0
10;4;1,2;5;15 000;3;0;0;0;0;0;0;0
10;4;1,2;30;7 000;3;1;0,667;0,577;0;0;1;1
10;4;1,2;30;8 000;3;0;0,333;0,577;0;0;1;1
10;4;1,2;30;8 500;3;0;0;0;0;0;0;0
10;4;1,2;30;9 000;3;0;0;0;0;0;0;0
10;4;1,2;30;9 500;3;0;0;0;0;0;0;0
10;4;1,2;30;10 000;3;0;0;0;0;0;0;0
10;4;1,2;30;15 000;3;0;0;0;0;0;0;0
10;4;1,2;50;7 000;3;1;0,667;0,577;0;0;1;1
10;4;1,2;50;8 000;3;0;0,333;0,577;0;0;1;1
10;4;1,2;50;8 500;3;0;0;0;0;0;0;0
10;4;1,2;50;9 000;3;0;0;0;0;0;0;0
10;4;1,2;50;9 500;3;0;0;0;0;0;0;0
10;4;1,2;50;10 000;3;0;0;0;0;0;0;0
10;4;1,2;50;15 000;3;0;0;0;0;0;0;0
10;4;2,4;5;7 000;3;1;0,667;0,577;0;0;1;1
10;4;2,4;5;8 000;3;0;0,333;0,577;0;0;1;1
10;4;2,4;5;8 500;3;0;0;0;0;0;0;0
10;4;2,4;5;9 000;3;0;0;0;0;0;0;0
10;4;2,4;5;9 500;3;0;0;0;0;0;0;0
10;4;2,4;5;10 000;3;0;0;0;0;0;0;0
10;4;2,4;5;15 000;3;0;0;0;0;0;0;0
10;4;2,4;30;7 000;3;1;0,667;0,577;0;0;1;1
10;4;2,4;30;8 000;3;0;0,333;0,577;0;0;1;1
10;4;2,4;30;8 500;3;0;0;0;0;0;0;0
10;4;2,4;30;9 000;3;0;0;0;0;0;0;0
10;4;2,4;30;9 500;3;0;0;0;0;0;0;0
10;4;2,4;30;10 000;3;0;0;0;0;0;0;0
10;4;2,4;30;15 000;3;0;0;0;0;0;0;0
10;4;2,4;50;7 000;3;1;0,667;0,577;0;0;1;1
10;4;2,4;50;8 000;3;0;0,333;0,577;0;0;1;1
10;4;2,4;50;8 500;3;0;0;0;0;0;0;0
10;4;2,4;50;9 000;3;0;0;0;0;0;0;0
10;4;2,4;50;9 500;3;0;0;0;0;0;0;0
10;4;2,4;50;10 000;3;0;0;0;0;0;0;0
10;4;2,4;50;15 000;3;0;0;0;0;0;0;0
10;4;4,8;5;7 000;3;1;0,667;0,577;0;0;1;1
10;4;4,8;5;8 000;3;0;0,333;0,577;0;0;1;1
10;4;4,8;5;8 500;3;0;0;0;0;0;0;0
10;4;4,8;5;9 000;3;0;0;0;0;0;0;0
10;4;4,8;5;9 500;3;0;0;0;0;0;0;0
10;4;4,8;5;10 000;3;0;0;0;0;0;0;0
10;4;4,8;5;15 000;3;0;0;0;0;0;0;0
10;4;4,8;30;7 000;3;1;0,667;0,577;0;0;1;1
10;4;4,8;30;8 000;3;0;0,333;0,577;0;0;1;1
10;4;4,8;30;8 500;3;0;0;0;0;0;0;0
10;4;4,8;30;9 000;3;0;0;0;0;0;0;0
10;4;4,8;30;9 500;3;0;0;0;0;0;0;0
10;4;4,8;30;10 000;3;0;0;0;0;0;0;0
10;4;4,8;30;15 000;3;0;0;0;0;0;0;0
10;4;4,8;50;7 000;3;1;0,667;0,577;0;0;1;1
10;4;4,8;50;8 000;3;0;0,333;0,577;0;0;1;1
10;4;4,8;50;8 500;3;0;0;0;0;0;0;0
10;4;4,8;50;9 000;3;0;0;0;0;0;0;0
10;4;4,8;50;9 500;3;0;0;0;0;0;0;0
10;4;4,8;50;10 000;3;0;0;0;0;0;0;0
10;4;4,8;50;15 000;3;0;0;0;0;0;0;0
10;4;9,6;5;7 000;3;2;2;0;2;2;2;2
10;4;9,6;5;8 000;3;2;1,667;0,577;1;1;2;2
10;4;9,6;5;8 500;3;2;2;0;2;2;2;2
10;4;9,6;5;9 000;3;2;1,667;0,577;1;1;2;2
10;4;9,6;5;9 500;3;2;1,667;0,577;1;1;2;2
10;4;9,6;5;10 000;3;2;1,667;0,577;1;1;2;2
10;4;9,6;5;15 000;3;1;1;0;1;1;1;1
10;4;9,6;30;7 000;3;1;0,667;0,577;0;0;1;1
10;4;9,6;30;8 000;3;0;0,333;0,577;0;0;1;1
10;4;9,6;30;8 500;3;0;0;0;0;0;0;0
10;4;9,6;30;9 000;3;0;0;0;0;0;0;0
10;4;9,6;30;9 500;3;0;0;0;0;0;0;0
10;4;9,6;30;10 000;3;0;0;0;0;0;0;0
10;4;9,6;30;15 000;3;0;0;0;0;0;0;0
10;4;9,6;50;7 000;3;1;0,667;0,577;0;0;1;1
10;4;9,6;50;8 000;3;0;0,333;0,577;0;0;1;1
10;4;9,6;50;8 500;3;0;0;0;0;0;0;0
10;4;9,6;50;9 000;3;0;0;0;0;0;0;0
10;4;9,6;50;9 500;3;0;0;0;0;0;0;0
10;4;9,6;50;10 000;3;0;0;0;0;0;0;0
10;4;9,6;50;15 000;3;0;0;0;0;0;0;0
10;4;14,4;30;7 000;3;1;1;0;1;1;1;1
10;4;14,4;30;8 000;3;0;0,333;0,577;0;0;1;1
10;4;14,4;30;8 500;3;0;0;0;0;0;0;0
10;4;14,4;30;9 000;3;0;0;0;0;0;0;0
10;4;14,4;30;9 500;3;0;0;0;0;0;0;0
10;4;14,4;30;10 000;3;0;0;0;0;0;0;0
10;4;14,4;30;15 000;3;0;0;0;0;0;0;0
10;4;14,4;50;7 000;3;1;0,667;0,577;0;0;1;1
10;4;14,4;50;8 000;3;0;0,333;0,577;0;0;1;1
10;4;14,4;50;8 500;3;0;0;0;0;0;0;0
10;4;14,4;50;9 000;3;0;0;0;0;0;0;0
10;4;14,4;50;9 500;3;0;0;0;0;0;0;0
10;4;14,4;50;10 000;3;0;0;0;0;0;0;0
10;4;14,4;50;15 000;3;0;0;0;0;0;0;0
10;4;19,2;30;7 000;3;3;3;0;3;3;3;3
10;4;19,2;30;8 000;3;3;2,667;0,577;2;2;3;3
10;4;19,2;30;8 500;3;3;3;0;3;3;3;3
10;4;19,2;30;9 000;3;2;2,333;0,577;2;2;3;3
10;4;19,2;30;9 500;3;3;2,667;0,577;2;2;3;3
10;4;19,2;30;10 000;3;2;2;0;2;2;2;2
10;4;19,2;30;15 000;3;2;2;0;2;2;2;2
10;4;19,2;50;7 000;3;1;1;0;1;1;1;1
10;4;19,2;50;8 000;3;0;0,333;0,577;0;0;1;1
10;4;19,2;50;8 500;3;0;0;0;0;0;0;0
10;4;19,2;50;9 000;3;0;0;0;0;0;0;0
10;4;19,2;50;9 500;3;0;0;0;0;0;0;0
10;4;19,2;50;10 000;3;0;0;0;0;0;0;0
10;4;19,2;50;15 000;3;0;0;0;0;0;0;0
10;12;0,00;5;7 000;3;1;0,667;0,577;0;0;1;1
10;12;0,00;5;8 000;3;0;0;0;0;0;0;0
10;12;0,00;5;8 500;3;0;0;0;0;0;0;0
10;12;0,00;5;9 000;3;0;0;0;0;0;0;0
10;12;0,00;5;9 500;3;0;0;0;0;0;0;0
10;12;0,00;5;10 000;3;0;0;0;0;0;0;0
10;12;0,00;5;15 000;3;0;0;0;0;0;0;0
10;12;0,00;30;7 000;3;1;0,667;0,577;0;0;1;1
10;12;0,00;30;8 000;3;0;0;0;0;0;0;0
10;12;0,00;30;8 500;3;0;0;0;0;0;0;0
10;12;0,00;30;9 000;3;0;0;0;0;0;0;0
10;12;0,00;30;9 500;3;0;0;0;0;0;0;0
10;12;0,00;30;10 000;3;0;0;0;0;0;0;0
10;12;0,00;30;15 000;3;0;0;0;0;0;0;0
10;12;0,00;50;7 000;3;1;0,667;0,577;0;0;1;1
10;12;0,00;50;8 000;3;0;0;0;0;0;0;0
10;12;0,00;50;8 500;3;0;0;0;0;0;0;0
10;12;0,00;50;9 000;3;0;0;0;0;0;0;0
10;12;0,00;50;9 500;3;0;0;0;0;0;0;0
10;12;0,00;50;10 000;3;0;0;0;0;0;0;0
10;12;0,00;50;15 000;3;0;0;0;0;0;0;0
10;12;0,3;5;7 000;3;1;0,667;0,577;0;0;1;1
10;12;0,3;5;8 000;3;0;0;0;0;0;0;0
10;12;0,3;5;8 500;3;0;0;0;0;0;0;0
10;12;0,3;5;9 000;3;0;0;0;0;0;0;0
10;12;0,3;5;9 500;3;0;0;0;0;0;0;0
10;12;0,3;5;10 000;3;0;0;0;0;0;0;0
10;12;0,3;5;15 000;3;0;0;0;0;0;0;0
10;12;0,3;30;7 000;3;1;0,667;0,577;0;0;1;1
10;12;0,3;30;8 000;3;0;0;0;0;0;0;0
10;12;0,3;30;8 500;3;0;0;0;0;0;0;0
10;12;0,3;30;9 000;3;0;0;0;0;0;0;0
10;12;0,3;30;9 500;3;0;0;0;0;0;0;0
10;12;0,3;30;10 000;3;0;0;0;0;0;0;0
10;12;0,3;30;15 000;3;0;0;0;0;0;0;0
10;12;0,3;50;7 000;3;1;0,667;0,577;0;0;1;1
10;12;0,3;50;8 000;3;0;0;0;0;0;0;0
10;12;0,3;50;8 500;3;0;0;0;0;0;0;0
10;12;0,3;50;9 000;3;0;0;0;0;0;0;0
10;12;0,3;50;9 500;3;0;0;0;0;0;0;0
10;12;0,3;50;10 000;3;0;0;0;0;0;0;0
10;12;0,3;50;15 000;3;0;0;0;0;0;0;0
10;12;0,6;5;7 000;3;1;0,667;0,577;0;0;1;1
10;12;0,6;5;8 000;3;0;0;0;0;0;0;0
10;12;0,6;5;8 500;3;0;0;0;0;0;0;0
10;12;0,6;5;9 000;3;0;0;0;0;0;0;0
10;12;0,6;5;9 500;3;0;0;0;0;0;0;0
10;12;0,6;5;10 000;3;0;0;0;0;0;0;0
10;12;0,6;5;15 000;3;0;0;0;0;0;0;0
10;12;0,6;30;7 000;3;1;0,667;0,577;0;0;1;1
10;12;0,6;30;8 000;3;0;0;0;0;0;0;0
10;12;0,6;30;8 500;3;0;0;0;0;0;0;0
10;12;0,6;30;9 000;3;0;0;0;0;0;0;0
10;12;0,6;30;9 500;3;0;0;0;0;0;0;0
10;12;0,6;30;10 000;3;0;0;0;0;0;0;0
10;12;0,6;30;15 000;3;0;0;0;0;0;0;0
10;12;0,6;50;7 000;3;1;0,667;0,577;0;0;1;1
10;12;0,6;50;8 000;3;0;0;0;0;0;0;0
10;12;0,6;50;8 500;3;0;0;0;0;0;0;0
10;12;0,6;50;9 000;3;0;0;0;0;0;0;0
10;12;0,6;50;9 500;3;0;0;0;0;0;0;0
10;12;0,6;50;10 000;3;0;0;0;0;0;0;0
10;12;0,6;50;15 000;3;0;0;0;0;0;0;0
10;12;1,2;5;7 000;3;1;0,667;0,577;0;0;1;1
10;12;1,2;5;8 000;3;0;0;0;0;0;0;0
10;12;1,2;5;8 500;3;0;0;0;0;0;0;0
10;12;1,2;5;9 000;3;0;0;0;0;0;0;0
10;12;1,2;5;9 500;3;0;0;0;0;0;0;0
10;12;1,2;5;10 000;3;0;0;0;0;0;0;0
10;12;1,2;5;15 000;3;0;0;0;0;0;0;0
10;12;1,2;30;7 000;3;1;0,667;0,577;0;0;1;1
10;12;1,2;30;8 000;3;0;0;0;0;0;0;0
10;12;1,2;30;8 500;3;0;0;0;0;0;0;0
10;12;1,2;30;9 000;3;0;0;0;0;0;0;0
10;12;1,2;30;9 500;3;0;0;0;0;0;0;0
10;12;1,2;30;10 000;3;0;0;0;0;0;0;0
10;12;1,2;30;15 000;3;0;0;0;0;0;0;0
10;12;1,2;50;7 000;3;1;0,667;0,577;0;0;1;1
10;12;1,2;50;8 000;3;0;0;0;0;0;0;0
10;12;1,2;50;8 500;3;0;0;0;0;0;0;0
10;12;1,2;50;9 000;3;0;0;0;0;0;0;0
10;12;1,2;50;9 500;3;0;0;0;0;0;0;0
10;12;1,2;50;10 000;3;0;0;0;0;0;0;0
10;12;1,2;50;15 000;3;0;0;0;0;0;0;0
10;12;2,4;5;7 000;3;1;0,667;0,577;0;0;1;1
10;12;2,4;5;8 000;3;0;0;0;0;0;0;0
10;12;2,4;5;8 500;3;0;0;0;0;0;0;0
10;12;2,4;5;9 000;3;0;0;0;0;0;0;0
10;12;2,4;5;9 500;3;0;0;0;0;0;0;0
10;12;2,4;5;10 000;3;0;0;0;0;0;0;0
10;12;2,4;5;15 000;3;0;0;0;0;0;0;0
10;12;2,4;30;7 000;3;1;0,667;0,577;0;0;1;1
